group_id,orig_code,dest_code,route_str,pax,num_legs,dep_hhmm,arr_hhmm,travel_time_min,voos
419,SP,RJ,SP->RJ,200,1,06:00,07:00,60,V0012
420,SP,RJ,SP->RJ,200,2,06:00,10:00,240,V0015 | V0129
421,SP,CR,SP->CR,200,1,08:00,09:00,60,V0110
422,SP,CR,SP->CR,200,1,09:00,10:00,60,V0178
423,SP,CR,SP->CR,200,1,11:00,12:00,60,V0270
424,SP,CR,SP->CR,200,1,14:00,15:00,60,V0421
425,SP,CR,SP->CR,100,1,15:00,16:00,60,V0434
426,SP,CR,SP->CR,200,1,19:00,20:00,60,V0562
427,SP,CR,SP->CR,200,1,20:00,21:00,60,V0572
428,SP,CR,SP->CR,200,1,07:00,08:00,60,V0045
429,SP,FL,SP->FL,200,1,07:00,08:00,60,V0035
430,SP,FL,SP->FL,200,1,08:00,09:00,60,V0114
431,SP,FL,SP->FL,200,1,09:00,10:00,60,V0170
432,SP,FL,SP->FL,200,1,10:00,11:00,60,V0228
433,SP,FL,SP->FL,200,1,12:00,13:00,60,V0332
434,SP,FL,SP->FL,200,1,13:00,14:00,60,V0337
435,SP,PA,SP->PA,200,1,09:00,11:00,120,V0152
436,SP,PA,SP->PA,200,1,10:00,12:00,120,V0190
437,SP,PA,SP->PA,200,1,17:00,19:00,120,V0509
438,SP,PA,SP->PA,200,1,18:00,20:00,120,V0543
439,SP,PA,SP->PA,200,1,07:00,09:00,120,V0031
440,SP,PA,SP->PA,100,2,16:00,19:00,180,V0495 | V0529
441,CR,MA,CR->MA,100,1,11:00,16:00,300,V0244
442,CR,BE,CR->BE,200,1,06:00,11:00,300,V0019
443,CR,FO,CR->FO,200,1,09:00,14:00,300,V0167
444,CR,FO,CR->FO,100,1,16:00,21:00,300,V0487
445,CR,NA,CR->NA,200,1,10:00,15:00,300,V0214
446,CR,RE,CR->RE,200,1,18:00,22:00,240,V0535
447,CR,SA,CR->SA,200,1,10:00,13:00,180,V0204
448,CR,SA,CR->SA,200,1,13:00,16:00,180,V0333
449,CR,BR,CR->BR,200,1,10:00,13:00,180,V0192
450,CR,BR,CR->BR,200,1,11:00,14:00,180,V0240
451,CR,BR,CR->BR,100,1,13:00,16:00,180,V0336
452,CR,BH,CR->BH,200,1,07:00,09:00,120,V0039
453,CR,BH,CR->BH,100,1,10:00,12:00,120,V0203
454,CR,CI,CR->CI,200,1,17:00,20:00,180,V0499
455,CR,RJ,CR->RJ,200,1,08:00,10:00,120,V0117
456,CR,RJ,CR->RJ,200,1,11:00,13:00,120,V0267
457,CR,RJ,CR->RJ,200,1,12:00,14:00,120,V0310
458,CR,SP,CR->SP,200,1,07:00,08:00,60,V0047
459,CR,SP,CR->SP,100,1,09:00,10:00,60,V0168
460,CR,SP,CR->SP,200,1,15:00,16:00,60,V0442
461,CR,SP,CR->SP,200,1,06:00,07:00,60,V0029
462,CR,SP,CR->SP,100,2,08:00,11:00,180,V0123 | V0232
463,CR,FL,CR->FL,100,1,08:00,09:00,60,V0123
464,CR,FL,CR->FL,200,1,09:00,10:00,60,V0147
465,CR,PA,CR->PA,200,1,09:00,10:00,60,V0144
466,CR,PA,CR->PA,200,1,15:00,16:00,60,V0441
467,CR,PA,CR->PA,100,1,16:00,17:00,60,V0474
468,FL,MA,FL->MA,100,1,07:00,13:00,360,V0056
469,FL,BE,FL->BE,150,1,09:00,14:00,300,V0160
470,FL,FO,FL->FO,200,1,10:00,15:00,300,V0224
471,FL,NA,FL->NA,200,1,10:00,15:00,300,V0219
472,FL,NA,FL->NA,200,1,14:00,19:00,300,V0407
473,FL,NA,FL->NA,100,1,15:00,20:00,300,V0436
474,FL,RE,FL->RE,200,1,07:00,11:00,240,V0061
475,FL,RE,FL->RE,100,1,10:00,14:00,240,V0198
476,FL,SA,FL->SA,200,1,07:00,10:00,180,V0064
477,FL,BR,FL->BR,200,1,07:00,10:00,180,V0066
478,FL,BR,FL->BR,200,1,09:00,12:00,180,V0187
479,FL,BR,FL->BR,200,1,12:00,15:00,180,V0325
480,FL,BH,FL->BH,200,1,07:00,09:00,120,V0067
481,FL,BH,FL->BH,200,1,12:00,14:00,120,V0322
482,FL,CI,FL->CI,200,1,07:00,10:00,180,V0074
483,FL,RJ,FL->RJ,200,1,12:00,14:00,120,V0317
484,FL,RJ,FL->RJ,200,1,13:00,15:00,120,V0367
485,FL,RJ,FL->RJ,200,1,15:00,17:00,120,V0439
486,FL,SP,FL->SP,200,1,07:00,08:00,60,V0080
487,FL,SP,FL->SP,100,1,10:00,11:00,60,V0232
488,FL,SP,FL->SP,200,1,12:00,13:00,60,V0311
489,FL,SP,FL->SP,100,1,18:00,19:00,60,V0544
490,FL,CR,FL->CR,200,1,08:00,09:00,60,V0130
491,FL,CR,FL->CR,200,1,09:00,10:00,60,V0158
492,FL,CR,FL->CR,100,1,10:00,11:00,60,V0227
493,FL,PA,FL->PA,200,1,11:00,12:00,60,V0275
494,FL,PA,FL->PA,100,1,12:00,13:00,60,V0293
495,PA,MA,PA->MA,100,1,07:00,13:00,360,V0090
496,PA,BE,PA->BE,200,1,14:00,20:00,360,V0381
497,PA,BE,PA->BE,50,1,06:00,12:00,360,V0004
498,PA,FO,PA->FO,200,1,12:00,18:00,360,V0303
499,PA,NA,PA->NA,200,1,07:00,13:00,360,V0081
500,PA,NA,PA->NA,200,1,11:00,17:00,360,V0254
501,PA,RE,PA->RE,200,1,07:00,12:00,300,V0076
502,PA,RE,PA->RE,100,1,09:00,14:00,300,V0155
503,PA,SA,PA->SA,200,1,13:00,17:00,240,V0370
504,PA,SA,PA->SA,200,1,15:00,19:00,240,V0430
505,PA,BR,PA->BR,200,1,07:00,11:00,240,V0048
506,PA,BR,PA->BR,200,1,08:00,12:00,240,V0108
507,PA,BR,PA->BR,100,1,13:00,17:00,240,V0343
508,PA,BH,PA->BH,200,1,08:00,11:00,180,V0101
509,PA,BH,PA->BH,100,1,17:00,20:00,180,V0501
510,PA,CI,PA->CI,200,1,06:00,10:00,240,V0002
511,PA,RJ,PA->RJ,200,1,07:00,10:00,180,V0032
512,PA,RJ,PA->RJ,200,1,13:00,16:00,180,V0375
513,PA,RJ,PA->RJ,200,1,18:00,21:00,180,V0534
514,PA,RJ,PA->RJ,100,1,06:00,09:00,180,V0017
515,PA,SP,PA->SP,200,1,10:00,12:00,120,V0236
516,PA,SP,PA->SP,200,1,12:00,14:00,120,V0316
517,PA,SP,PA->SP,200,1,15:00,17:00,120,V0433
518,PA,SP,PA->SP,200,1,17:00,19:00,120,V0517
519,PA,CR,PA->CR,200,1,09:00,10:00,60,V0150
520,PA,CR,PA->CR,100,1,11:00,12:00,60,V0256
521,PA,FL,PA->FL,200,1,06:00,07:00,60,V0007
522,PA,FL,PA->FL,100,1,07:00,08:00,60,V0079
